system:index,area_m2,count,crop,date,full,mean,name,valid_frac,.geo
20250916T013701_20250916T014457_T53SPV_0,3020,28,コシヒカリ 原種,2025-09-16,28,0.8334109081324786,A1,1.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250916T013701_20250916T014457_T53SPV_1,2950,28,はねうまもち 系統・原原原種・原原種,2025-09-16,21,0.6666647498205813,A2,1.3333333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250916T013701_20250916T014457_T53SPV_2,1740,14,県大3号・はねうまもち 系統・原原原種・原原種,2025-09-16,7,0.6755921736845854,A3,2.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250916T013701_20250916T014457_T53SPV_3,1440,18,"カグラモチ 原原種・原種（A4-1+A4-2, 幅19m）",2025-09-16,14,0.6776572848087362,A4,1.2857142857142858,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250916T013701_20250916T014457_T53SPV_4,2189,26,"越南315号・系統・イクヒカリ（A5-1〜3, 幅28m）",2025-09-16,14,0.6663667468386325,A5,1.8571428571428572,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250916T013701_20250916T014457_T53SPV_5,3830,40,コシヒカリ 原種,2025-09-16,27,0.30658696166386395,B1,1.4814814814814814,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250916T013701_20250916T014457_T53SPV_6,4120,50,コシヒカリ 原原種・原種,2025-09-16,36,0.4291526854544403,B2,1.3888888888888888,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250916T013701_20250916T014457_T53SPV_7,3000,29,コシヒカリ 原種,2025-09-16,27,0.3338208088654746,B3,1.0740740740740742,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250916T013701_20250916T014457_T53SPV_8,2420,17,ファイバースノウ 系統・原原原種・原原種,2025-09-16,12,0.7629626004577692,B4,1.4166666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250916T013701_20250916T014457_T53SPV_9,4040,32,あきさかり 原種,2025-09-16,35,0.6974216818338187,C1,0.9142857142857143,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250916T013701_20250916T014457_T53SPV_10,3960,32,ハナエチゼン 原種,2025-09-16,28,0.23782106837798164,C2,1.1428571428571428,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250916T013701_20250916T014457_T53SPV_11,1810,20,休耕,2025-09-16,15,0.6737085720264616,C3,1.3333333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250916T013701_20250916T014457_T53SPV_12,1870,16,越南315号 原種,2025-09-16,12,0.32395275082781,C4,1.3333333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250916T013701_20250916T014457_T53SPV_13,3610,42,キヌヒカリ 原原種・原種,2025-09-16,30,0.233020823566576,C5,1.4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250916T013701_20250916T014457_T53SPV_14,1090,15,休耕,2025-09-16,6,0.7190287100217553,C6,2.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250916T013701_20250916T014457_T53SPV_15,3560,36,いちほまれ 原種,2025-09-16,30,0.7689542640696774,D1,1.2,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250916T013701_20250916T014457_T53SPV_16,1080,12,休耕,2025-09-16,6,0.7314482972741175,D2,2.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20251006T013711_20251006T013710_T53SPA_0,3020,28,コシヒカリ 原種,2025-10-06,28,0.6823209600133342,A1,1.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20251006T013711_20251006T013710_T53SPA_1,2950,28,はねうまもち 系統・原原原種・原原種,2025-10-06,21,0.7262534608025837,A2,1.3333333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
20251006T013711_20251006T013710_T53SPA_2,1740,14,県大3号・はねうまもち 系統・原原原種・原原種,2025-10-06,7,0.4742589275885846,A3,2.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20251006T013711_20251006T013710_T53SPA_3,1440,18,"カグラモチ 原原種・原種（A4-1+A4-2, 幅19m）",2025-10-06,14,0.55918727926028,A4,1.2857142857142858,"{""type"":""MultiPoint"",""coordinates"":[]}"
20251006T013711_20251006T013710_T53SPA_4,2189,26,"越南315号・系統・イクヒカリ（A5-1〜3, 幅28m）",2025-10-06,14,0.5569760758012353,A5,1.8571428571428572,"{""type"":""MultiPoint"",""coordinates"":[]}"
20251006T013711_20251006T013710_T53SPA_5,3830,40,コシヒカリ 原種,2025-10-06,27,0.5875380362752186,B1,1.4814814814814814,"{""type"":""MultiPoint"",""coordinates"":[]}"
20251006T013711_20251006T013710_T53SPA_6,4120,50,コシヒカリ 原原種・原種,2025-10-06,36,0.640985578258395,B2,1.3888888888888888,"{""type"":""MultiPoint"",""coordinates"":[]}"
20251006T013711_20251006T013710_T53SPA_7,3000,29,コシヒカリ 原種,2025-10-06,27,0.6765517849124794,B3,1.0740740740740742,"{""type"":""MultiPoint"",""coordinates"":[]}"
20251006T013711_20251006T013710_T53SPA_8,2420,17,ファイバースノウ 系統・原原原種・原原種,2025-10-06,12,0.3339148907954446,B4,1.4166666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
20251006T013711_20251006T013710_T53SPA_9,4040,32,あきさかり 原種,2025-10-06,35,0.2935537225211782,C1,0.9142857142857143,"{""type"":""MultiPoint"",""coordinates"":[]}"
20251006T013711_20251006T013710_T53SPA_10,3960,32,ハナエチゼン 原種,2025-10-06,28,0.4568616859664412,C2,1.1428571428571428,"{""type"":""MultiPoint"",""coordinates"":[]}"
20251006T013711_20251006T013710_T53SPA_11,1810,20,休耕,2025-10-06,15,0.34517635233540983,C3,1.3333333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
20251006T013711_20251006T013710_T53SPA_12,1870,16,越南315号 原種,2025-10-06,12,0.4766709926275582,C4,1.3333333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
20251006T013711_20251006T013710_T53SPA_13,3610,42,キヌヒカリ 原原種・原種,2025-10-06,30,0.4993213294857388,C5,1.4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20251006T013711_20251006T013710_T53SPA_14,1090,15,休耕,2025-10-06,6,0.6345960783892115,C6,2.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20251006T013711_20251006T013710_T53SPA_15,3560,36,いちほまれ 原種,2025-10-06,30,0.7639849787883052,D1,1.2,"{""type"":""MultiPoint"",""coordinates"":[]}"
20251006T013711_20251006T013710_T53SPA_16,1080,12,休耕,2025-10-06,6,0.3532677269635799,D2,2.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20251006T013711_20251006T013710_T53SPV_0,3020,28,コシヒカリ 原種,2025-10-06,28,0.6751449322248997,A1,1.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20251006T013711_20251006T013710_T53SPV_1,2950,28,はねうまもち 系統・原原原種・原原種,2025-10-06,21,0.7167734315860262,A2,1.3333333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
20251006T013711_20251006T013710_T53SPV_2,1740,14,県大3号・はねうまもち 系統・原原原種・原原種,2025-10-06,7,0.4704873008447963,A3,2.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20251006T013711_20251006T013710_T53SPV_3,1440,18,"カグラモチ 原原種・原種（A4-1+A4-2, 幅19m）",2025-10-06,14,0.5531830968964889,A4,1.2857142857142858,"{""type"":""MultiPoint"",""coordinates"":[]}"
20251006T013711_20251006T013710_T53SPV_4,2189,26,"越南315号・系統・イクヒカリ（A5-1〜3, 幅28m）",2025-10-06,14,0.5518569290942122,A5,1.8571428571428572,"{""type"":""MultiPoint"",""coordinates"":[]}"
20251006T013711_20251006T013710_T53SPV_5,3830,40,コシヒカリ 原種,2025-10-06,27,0.5786549414615009,B1,1.4814814814814814,"{""type"":""MultiPoint"",""coordinates"":[]}"
20251006T013711_20251006T013710_T53SPV_6,4120,50,コシヒカリ 原原種・原種,2025-10-06,36,0.6297890194020979,B2,1.3888888888888888,"{""type"":""MultiPoint"",""coordinates"":[]}"
20251006T013711_20251006T013710_T53SPV_7,3000,29,コシヒカリ 原種,2025-10-06,27,0.6623400253266924,B3,1.0740740740740742,"{""type"":""MultiPoint"",""coordinates"":[]}"
20251006T013711_20251006T013710_T53SPV_8,2420,17,ファイバースノウ 系統・原原原種・原原種,2025-10-06,12,0.3344795093616264,B4,1.4166666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
20251006T013711_20251006T013710_T53SPV_9,4040,32,あきさかり 原種,2025-10-06,35,0.29358580003637075,C1,0.9142857142857143,"{""type"":""MultiPoint"",""coordinates"":[]}"
20251006T013711_20251006T013710_T53SPV_10,3960,32,ハナエチゼン 原種,2025-10-06,28,0.4520002285852295,C2,1.1428571428571428,"{""type"":""MultiPoint"",""coordinates"":[]}"
20251006T013711_20251006T013710_T53SPV_11,1810,20,休耕,2025-10-06,15,0.3441280838840904,C3,1.3333333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
20251006T013711_20251006T013710_T53SPV_12,1870,16,越南315号 原種,2025-10-06,12,0.47044232307287875,C4,1.3333333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
20251006T013711_20251006T013710_T53SPV_13,3610,42,キヌヒカリ 原原種・原種,2025-10-06,30,0.49409222631806204,C5,1.4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20251006T013711_20251006T013710_T53SPV_14,1090,15,休耕,2025-10-06,6,0.6290546887980797,C6,2.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20251006T013711_20251006T013710_T53SPV_15,3560,36,いちほまれ 原種,2025-10-06,30,0.755319712202309,D1,1.2,"{""type"":""MultiPoint"",""coordinates"":[]}"
20251006T013711_20251006T013710_T53SPV_16,1080,12,休耕,2025-10-06,6,0.3539111356259345,D2,2.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20251120T013849_20251120T013848_T53SPA_0,3020,28,コシヒカリ 原種,2025-11-20,28,0.2829908225772787,A1,1.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20251120T013849_20251120T013848_T53SPA_1,2950,28,はねうまもち 系統・原原原種・原原種,2025-11-20,21,0.27640648161216824,A2,1.3333333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
20251120T013849_20251120T013848_T53SPA_2,1740,14,県大3号・はねうまもち 系統・原原原種・原原種,2025-11-20,7,0.3500907998139374,A3,2.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20251120T013849_20251120T013848_T53SPA_3,1440,18,"カグラモチ 原原種・原種（A4-1+A4-2, 幅19m）",2025-11-20,14,0.3587801340413383,A4,1.2857142857142858,"{""type"":""MultiPoint"",""coordinates"":[]}"
20251120T013849_20251120T013848_T53SPA_4,2189,26,"越南315号・系統・イクヒカリ（A5-1〜3, 幅28m）",2025-11-20,14,0.31375247382521293,A5,1.8571428571428572,"{""type"":""MultiPoint"",""coordinates"":[]}"
20251120T013849_20251120T013848_T53SPA_5,3830,40,コシヒカリ 原種,2025-11-20,27,0.3409674776715784,B1,1.4814814814814814,"{""type"":""MultiPoint"",""coordinates"":[]}"
20251120T013849_20251120T013848_T53SPA_6,4120,50,コシヒカリ 原原種・原種,2025-11-20,36,0.2967109344992534,B2,1.3888888888888888,"{""type"":""MultiPoint"",""coordinates"":[]}"
20251120T013849_20251120T013848_T53SPA_7,3000,29,コシヒカリ 原種,2025-11-20,27,0.4306361598375387,B3,1.0740740740740742,"{""type"":""MultiPoint"",""coordinates"":[]}"
20251120T013849_20251120T013848_T53SPA_8,2420,17,ファイバースノウ 系統・原原原種・原原種,2025-11-20,12,0.32495406889429035,B4,1.4166666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
20251120T013849_20251120T013848_T53SPA_9,4040,32,あきさかり 原種,2025-11-20,35,0.38234938445412875,C1,0.9142857142857143,"{""type"":""MultiPoint"",""coordinates"":[]}"
20251120T013849_20251120T013848_T53SPA_10,3960,32,ハナエチゼン 原種,2025-11-20,28,0.5616147322493206,C2,1.1428571428571428,"{""type"":""MultiPoint"",""coordinates"":[]}"
20251120T013849_20251120T013848_T53SPA_11,1810,20,休耕,2025-11-20,15,0.34515526535048763,C3,1.3333333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
20251120T013849_20251120T013848_T53SPA_12,1870,16,越南315号 原種,2025-11-20,12,0.6067665651552637,C4,1.3333333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
20251120T013849_20251120T013848_T53SPA_13,3610,42,キヌヒカリ 原原種・原種,2025-11-20,30,0.28647166669057195,C5,1.4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20251120T013849_20251120T013848_T53SPA_14,1090,15,休耕,2025-11-20,6,0.3395832238815088,C6,2.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20251120T013849_20251120T013848_T53SPA_15,3560,36,いちほまれ 原種,2025-11-20,30,0.3938360861603219,D1,1.2,"{""type"":""MultiPoint"",""coordinates"":[]}"
20251120T013849_20251120T013848_T53SPA_16,1080,12,休耕,2025-11-20,6,0.4406454284026198,D2,2.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20251120T013849_20251120T013848_T53SPV_0,3020,28,コシヒカリ 原種,2025-11-20,28,0.2810054919192909,A1,1.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20251120T013849_20251120T013848_T53SPV_1,2950,28,はねうまもち 系統・原原原種・原原種,2025-11-20,21,0.27400208820932653,A2,1.3333333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
20251120T013849_20251120T013848_T53SPV_2,1740,14,県大3号・はねうまもち 系統・原原原種・原原種,2025-11-20,7,0.34727064035475025,A3,2.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20251120T013849_20251120T013848_T53SPV_3,1440,18,"カグラモチ 原原種・原種（A4-1+A4-2, 幅19m）",2025-11-20,14,0.3561108303368126,A4,1.2857142857142858,"{""type"":""MultiPoint"",""coordinates"":[]}"
20251120T013849_20251120T013848_T53SPV_4,2189,26,"越南315号・系統・イクヒカリ（A5-1〜3, 幅28m）",2025-11-20,14,0.3125278327236877,A5,1.8571428571428572,"{""type"":""MultiPoint"",""coordinates"":[]}"
20251120T013849_20251120T013848_T53SPV_5,3830,40,コシヒカリ 原種,2025-11-20,27,0.33845900661402495,B1,1.4814814814814814,"{""type"":""MultiPoint"",""coordinates"":[]}"
20251120T013849_20251120T013848_T53SPV_6,4120,50,コシヒカリ 原原種・原種,2025-11-20,36,0.2946252815707758,B2,1.3888888888888888,"{""type"":""MultiPoint"",""coordinates"":[]}"
20251120T013849_20251120T013848_T53SPV_7,3000,29,コシヒカリ 原種,2025-11-20,27,0.42706797866463747,B3,1.0740740740740742,"{""type"":""MultiPoint"",""coordinates"":[]}"
20251120T013849_20251120T013848_T53SPV_8,2420,17,ファイバースノウ 系統・原原原種・原原種,2025-11-20,12,0.32142672025503016,B4,1.4166666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
20251120T013849_20251120T013848_T53SPV_9,4040,32,あきさかり 原種,2025-11-20,35,0.3787971203476208,C1,0.9142857142857143,"{""type"":""MultiPoint"",""coordinates"":[]}"
20251120T013849_20251120T013848_T53SPV_10,3960,32,ハナエチゼン 原種,2025-11-20,28,0.5568622000881852,C2,1.1428571428571428,"{""type"":""MultiPoint"",""coordinates"":[]}"
20251120T013849_20251120T013848_T53SPV_11,1810,20,休耕,2025-11-20,15,0.3425606783021169,C3,1.3333333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
20251120T013849_20251120T013848_T53SPV_12,1870,16,越南315号 原種,2025-11-20,12,0.6000538549092053,C4,1.3333333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
20251120T013849_20251120T013848_T53SPV_13,3610,42,キヌヒカリ 原原種・原種,2025-11-20,30,0.2844088736963721,C5,1.4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20251120T013849_20251120T013848_T53SPV_14,1090,15,休耕,2025-11-20,6,0.33825451197784506,C6,2.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20251120T013849_20251120T013848_T53SPV_15,3560,36,いちほまれ 原種,2025-11-20,30,0.39133053591566735,D1,1.2,"{""type"":""MultiPoint"",""coordinates"":[]}"
20251120T013849_20251120T013848_T53SPV_16,1080,12,休耕,2025-11-20,6,0.4383017505353606,D2,2.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20251130T013919_20251130T013922_T53SPA_0,3020,28,コシヒカリ 原種,2025-11-30,28,0.29336237642786817,A1,1.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20251130T013919_20251130T013922_T53SPA_1,2950,28,はねうまもち 系統・原原原種・原原種,2025-11-30,21,0.2994119468309186,A2,1.3333333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
20251130T013919_20251130T013922_T53SPA_2,1740,14,県大3号・はねうまもち 系統・原原原種・原原種,2025-11-30,7,0.36614670580168335,A3,2.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20251130T013919_20251130T013922_T53SPA_3,1440,18,"カグラモチ 原原種・原種（A4-1+A4-2, 幅19m）",2025-11-30,14,0.3433889382396059,A4,1.2857142857142858,"{""type"":""MultiPoint"",""coordinates"":[]}"
20251130T013919_20251130T013922_T53SPA_4,2189,26,"越南315号・系統・イクヒカリ（A5-1〜3, 幅28m）",2025-11-30,14,0.2926469895444995,A5,1.8571428571428572,"{""type"":""MultiPoint"",""coordinates"":[]}"
20251130T013919_20251130T013922_T53SPA_5,3830,40,コシヒカリ 原種,2025-11-30,27,0.3030178362550538,B1,1.4814814814814814,"{""type"":""MultiPoint"",""coordinates"":[]}"
20251130T013919_20251130T013922_T53SPA_6,4120,50,コシヒカリ 原原種・原種,2025-11-30,36,0.2759439365198862,B2,1.3888888888888888,"{""type"":""MultiPoint"",""coordinates"":[]}"
20251130T013919_20251130T013922_T53SPA_7,3000,29,コシヒカリ 原種,2025-11-30,27,0.3800750613347458,B3,1.0740740740740742,"{""type"":""MultiPoint"",""coordinates"":[]}"
20251130T013919_20251130T013922_T53SPA_8,2420,17,ファイバースノウ 系統・原原原種・原原種,2025-11-30,12,0.36451332079472964,B4,1.4166666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
20251130T013919_20251130T013922_T53SPA_9,4040,32,あきさかり 原種,2025-11-30,35,0.34117090987450455,C1,0.9142857142857143,"{""type"":""MultiPoint"",""coordinates"":[]}"
20251130T013919_20251130T013922_T53SPA_10,3960,32,ハナエチゼン 原種,2025-11-30,28,0.5047479417385754,C2,1.1428571428571428,"{""type"":""MultiPoint"",""coordinates"":[]}"
20251130T013919_20251130T013922_T53SPA_11,1810,20,休耕,2025-11-30,15,0.32113485695439586,C3,1.3333333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
20251130T013919_20251130T013922_T53SPA_12,1870,16,越南315号 原種,2025-11-30,12,0.5332643521656887,C4,1.3333333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
20251130T013919_20251130T013922_T53SPA_13,3610,42,キヌヒカリ 原原種・原種,2025-11-30,30,0.2486951517656455,C5,1.4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20251130T013919_20251130T013922_T53SPA_14,1090,15,休耕,2025-11-30,6,0.3398755080820804,C6,2.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20251130T013919_20251130T013922_T53SPA_15,3560,36,いちほまれ 原種,2025-11-30,30,0.35125874667828266,D1,1.2,"{""type"":""MultiPoint"",""coordinates"":[]}"
20251130T013919_20251130T013922_T53SPA_16,1080,12,休耕,2025-11-30,6,0.42421011969217526,D2,2.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20251130T013919_20251130T013922_T53SPV_0,3020,28,コシヒカリ 原種,2025-11-30,28,0.2911884037027372,A1,1.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20251130T013919_20251130T013922_T53SPV_1,2950,28,はねうまもち 系統・原原原種・原原種,2025-11-30,21,0.29751636908148404,A2,1.3333333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
20251130T013919_20251130T013922_T53SPV_2,1740,14,県大3号・はねうまもち 系統・原原原種・原原種,2025-11-30,7,0.3633335755600033,A3,2.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20251130T013919_20251130T013922_T53SPV_3,1440,18,"カグラモチ 原原種・原種（A4-1+A4-2, 幅19m）",2025-11-30,14,0.34148442086606495,A4,1.2857142857142858,"{""type"":""MultiPoint"",""coordinates"":[]}"
20251130T013919_20251130T013922_T53SPV_4,2189,26,"越南315号・系統・イクヒカリ（A5-1〜3, 幅28m）",2025-11-30,14,0.29140359913651853,A5,1.8571428571428572,"{""type"":""MultiPoint"",""coordinates"":[]}"
20251130T013919_20251130T013922_T53SPV_5,3830,40,コシヒカリ 原種,2025-11-30,27,0.30120037288937623,B1,1.4814814814814814,"{""type"":""MultiPoint"",""coordinates"":[]}"
20251130T013919_20251130T013922_T53SPV_6,4120,50,コシヒカリ 原原種・原種,2025-11-30,36,0.2741100212738735,B2,1.3888888888888888,"{""type"":""MultiPoint"",""coordinates"":[]}"
20251130T013919_20251130T013922_T53SPV_7,3000,29,コシヒカリ 原種,2025-11-30,27,0.37782060083779406,B3,1.0740740740740742,"{""type"":""MultiPoint"",""coordinates"":[]}"
20251130T013919_20251130T013922_T53SPV_8,2420,17,ファイバースノウ 系統・原原原種・原原種,2025-11-30,12,0.36226683287837574,B4,1.4166666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
20251130T013919_20251130T013922_T53SPV_9,4040,32,あきさかり 原種,2025-11-30,35,0.33878610591925934,C1,0.9142857142857143,"{""type"":""MultiPoint"",""coordinates"":[]}"
20251130T013919_20251130T013922_T53SPV_10,3960,32,ハナエチゼン 原種,2025-11-30,28,0.5025608278288353,C2,1.1428571428571428,"{""type"":""MultiPoint"",""coordinates"":[]}"
20251130T013919_20251130T013922_T53SPV_11,1810,20,休耕,2025-11-30,15,0.3191374697021122,C3,1.3333333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
20251130T013919_20251130T013922_T53SPV_12,1870,16,越南315号 原種,2025-11-30,12,0.5303086056182473,C4,1.3333333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
20251130T013919_20251130T013922_T53SPV_13,3610,42,キヌヒカリ 原原種・原種,2025-11-30,30,0.24716598745224,C5,1.4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20251130T013919_20251130T013922_T53SPV_14,1090,15,休耕,2025-11-30,6,0.3381787449066474,C6,2.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20251130T013919_20251130T013922_T53SPV_15,3560,36,いちほまれ 原種,2025-11-30,30,0.34941430290607045,D1,1.2,"{""type"":""MultiPoint"",""coordinates"":[]}"
20251130T013919_20251130T013922_T53SPV_16,1080,12,休耕,2025-11-30,6,0.42300459565291326,D2,2.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20251210T013949_20251210T013948_T53SPV_5,3830,30,コシヒカリ 原種,2025-12-10,27,0.2567087932838475,B1,1.1111111111111112,"{""type"":""MultiPoint"",""coordinates"":[]}"
20251210T013949_20251210T013948_T53SPV_9,4040,32,あきさかり 原種,2025-12-10,35,0.31176956428840313,C1,0.9142857142857143,"{""type"":""MultiPoint"",""coordinates"":[]}"
20251210T013949_20251210T013948_T53SPV_10,3960,32,ハナエチゼン 原種,2025-12-10,28,0.4523878068895116,C2,1.1428571428571428,"{""type"":""MultiPoint"",""coordinates"":[]}"
20251210T013949_20251210T013948_T53SPV_11,1810,20,休耕,2025-12-10,15,0.2786267315783622,C3,1.3333333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
20251210T013949_20251210T013948_T53SPV_12,1870,16,越南315号 原種,2025-12-10,12,0.44266167874015916,C4,1.3333333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
20251210T013949_20251210T013948_T53SPV_13,3610,42,キヌヒカリ 原原種・原種,2025-12-10,30,0.1903685432690191,C5,1.4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20251210T013949_20251210T013948_T53SPV_14,1090,15,休耕,2025-12-10,6,0.1894221481797216,C6,2.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20251210T013949_20251210T013948_T53SPV_15,3560,36,いちほまれ 原種,2025-12-10,30,0.2532785465224336,D1,1.2,"{""type"":""MultiPoint"",""coordinates"":[]}"
20251210T013949_20251210T013948_T53SPV_16,1080,12,休耕,2025-12-10,6,0.24151739230954944,D2,2.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20251220T013959_20251220T014000_T53SPA_0,3020,28,コシヒカリ 原種,2025-12-20,28,0.29405525042752423,A1,1.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20251220T013959_20251220T014000_T53SPA_1,2950,28,はねうまもち 系統・原原原種・原原種,2025-12-20,21,0.34031778997662154,A2,1.3333333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
20251220T013959_20251220T014000_T53SPA_2,1740,14,県大3号・はねうまもち 系統・原原原種・原原種,2025-12-20,7,0.40232002512352505,A3,2.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20251220T013959_20251220T014000_T53SPA_3,1440,18,"カグラモチ 原原種・原種（A4-1+A4-2, 幅19m）",2025-12-20,14,0.3429281901776216,A4,1.2857142857142858,"{""type"":""MultiPoint"",""coordinates"":[]}"
20251220T013959_20251220T014000_T53SPA_4,2189,26,"越南315号・系統・イクヒカリ（A5-1〜3, 幅28m）",2025-12-20,14,0.24244130187838597,A5,1.8571428571428572,"{""type"":""MultiPoint"",""coordinates"":[]}"
20251220T013959_20251220T014000_T53SPA_5,3830,40,コシヒカリ 原種,2025-12-20,27,0.23613790045032512,B1,1.4814814814814814,"{""type"":""MultiPoint"",""coordinates"":[]}"
20251220T013959_20251220T014000_T53SPA_6,4120,50,コシヒカリ 原原種・原種,2025-12-20,36,0.2337452026238604,B2,1.3888888888888888,"{""type"":""MultiPoint"",""coordinates"":[]}"
20251220T013959_20251220T014000_T53SPA_7,3000,29,コシヒカリ 原種,2025-12-20,27,0.32130319067984037,B3,1.0740740740740742,"{""type"":""MultiPoint"",""coordinates"":[]}"
20251220T013959_20251220T014000_T53SPA_8,2420,17,ファイバースノウ 系統・原原原種・原原種,2025-12-20,12,0.45562934023598206,B4,1.4166666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
20251220T013959_20251220T014000_T53SPA_9,4040,32,あきさかり 原種,2025-12-20,35,0.27466814461899147,C1,0.9142857142857143,"{""type"":""MultiPoint"",""coordinates"":[]}"
20251220T013959_20251220T014000_T53SPA_10,3960,32,ハナエチゼン 原種,2025-12-20,28,0.38117301655967173,C2,1.1428571428571428,"{""type"":""MultiPoint"",""coordinates"":[]}"
20251220T013959_20251220T014000_T53SPA_11,1810,20,休耕,2025-12-20,15,0.2619893750185507,C3,1.3333333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
20251220T013959_20251220T014000_T53SPA_12,1870,16,越南315号 原種,2025-12-20,12,0.4279499611559643,C4,1.3333333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
20251220T013959_20251220T014000_T53SPA_13,3610,42,キヌヒカリ 原原種・原種,2025-12-20,30,0.2215764868978015,C5,1.4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20251220T013959_20251220T014000_T53SPA_14,1090,15,休耕,2025-12-20,6,0.2505607039245468,C6,2.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20251220T013959_20251220T014000_T53SPA_15,3560,36,いちほまれ 原種,2025-12-20,30,0.25400389478414365,D1,1.2,"{""type"":""MultiPoint"",""coordinates"":[]}"
20251220T013959_20251220T014000_T53SPA_16,1080,12,休耕,2025-12-20,6,0.3174082564788328,D2,2.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
